round,time,cloud,temp,humidity,ground_press,wind_speed,wind_dir,rain,snow,dew_point,vis,uv_idx,azimuth,elevation
1,2023-04-24 07:00:00+09:00,100.0,11.66,67.0,1025.0,1.8,177.0,0.0,0.0,5.55556,16.0934,1.0,83.3462,12.8333
1,2023-04-24 08:00:00+09:00,100.0,12.02,65.0,1025.0,2.47,171.0,0.0,0.0,5.55556,16.0934,1.0,91.7379,25.1429
1,2023-04-24 09:00:00+09:00,100.0,12.32,65.0,1025.0,2.62,175.0,0.0,0.0,5.55556,16.0934,1.0,101.153,37.387
1,2023-04-24 10:00:00+09:00,100.0,12.69,65.0,1025.0,2.24,200.0,0.0,0.0,5.0,16.0934,2.0,113.159,49.1701
1,2023-04-24 11:00:00+09:00,100.0,13.07,65.0,1025.0,2.78,211.0,0.0,0.0,4.44444,16.0934,3.0,130.901,59.6635
1,2023-04-24 12:00:00+09:00,97.0,13.32,64.0,1025.0,3.29,224.0,0.0,0.0,3.33333,16.0934,3.0,159.734,66.8118
1,2023-04-24 13:00:00+09:00,98.0,13.36,65.0,1024.0,3.45,240.0,0.0,0.0,3.33333,16.0934,3.0,197.701,67.1121
1,2023-04-24 14:00:00+09:00,94.0,13.4,66.0,1023.0,3.6,256.0,0.0,0.0,3.33333,16.0934,2.0,227.522,60.3546
1,2023-04-24 15:00:00+09:00,94.0,13.38,66.0,1022.0,2.99,256.0,0.0,0.0,3.33333,16.0934,1.0,245.896,50.0223
1,2023-04-24 16:00:00+09:00,69.0,13.59,65.0,1022.0,1.96,254.0,0.0,0.0,3.88889,16.0934,1.0,258.199,38.3062
1,2023-04-24 17:00:00+09:00,64.0,13.74,65.0,1022.0,0.72,256.0,0.0,0.0,3.88889,16.0934,1.0,267.751,26.0917
1,2023-04-24 18:00:00+09:00,70.0,13.53,67.0,1022.0,1.61,119.0,0.0,0.0,4.44444,16.0934,0.0,276.195,13.7931
1,2023-04-24 19:00:00+09:00,75.0,12.89,68.0,1022.0,3.04,101.0,0.0,0.0,4.44444,16.0934,0.0,284.491,1.6862
1,2023-04-24 20:00:00+09:00,78.0,12.54,67.0,1023.0,3.62,82.0,0.0,0.0,4.44444,16.0934,0.0,293.379,-9.957
1,2023-04-24 21:00:00+09:00,76.0,12.1,67.0,1023.0,3.7,70.0,0.0,0.0,4.44444,16.0934,0.0,303.596,-20.7805
1,2023-04-24 22:00:00+09:00,91.0,11.5,67.0,1023.0,3.49,74.0,0.0,0.0,4.44444,16.0934,0.0,315.968,-30.2523
1,2023-04-24 23:00:00+09:00,96.0,11.21,67.0,1023.0,3.46,91.0,0.0,0.0,3.88889,16.0934,0.0,331.256,-37.5757
1,2023-04-25 00:00:00+09:00,97.0,11.09,66.0,1022.0,3.22,102.0,0.0,0.0,3.88889,16.0934,0.0,349.508,-41.7254
1,2023-04-25 01:00:00+09:00,72.0,11.0,66.0,1022.0,3.79,81.0,0.0,0.0,4.44444,16.0934,0.0,9.15821,-41.8561
1,2023-04-25 02:00:00+09:00,78.0,10.91,65.0,1021.0,3.91,83.0,0.0,0.0,4.44444,16.0934,0.0,27.5592,-37.9369
1,2023-04-25 03:00:00+09:00,81.0,10.9,65.0,1020.0,4.46,78.0,0.0,0.0,4.44444,9.65606,0.0,43.0378,-30.7789
1,2023-04-25 04:00:00+09:00,100.0,10.87,65.0,1020.0,3.99,81.0,0.0,0.0,5.0,9.65606,0.0,55.5628,-21.4126
1,2023-04-25 05:00:00+09:00,100.0,10.83,65.0,1019.0,4.1,73.0,0.0,0.0,5.55556,11.2654,0.0,65.8758,-10.6525
1,2023-04-25 06:00:00+09:00,100.0,10.69,68.0,1019.0,4.17,76.0,0.0,0.0,6.11111,16.0934,0.0,74.8038,0.956255
1,2023-04-25 07:00:00+09:00,100.0,10.5,70.0,1019.0,4.09,79.0,0.0,0.0,6.66667,8.04672,0.0,83.0875,13.0504
1,2023-04-25 08:00:00+09:00,100.0,10.41,72.0,1019.0,4.36,71.0,0.13,0.0,7.22222,8.04672,1.0,91.4568,25.3573
1,2023-04-25 09:00:00+09:00,100.0,10.28,73.0,1018.0,4.5,73.0,0.18,0.0,7.77778,8.04672,1.0,100.841,37.6082
1,2023-04-25 10:00:00+09:00,100.0,10.13,75.0,1017.0,4.88,71.0,0.22,0.0,7.77778,8.04672,1.0,112.809,49.4116
1,2023-04-25 11:00:00+09:00,100.0,10.02,77.0,1016.0,5.26,71.0,0.23,0.0,8.33333,8.04672,2.0,130.549,59.9445
1,2023-04-25 12:00:00+09:00,100.0,9.81,80.0,1015.0,5.09,66.0,0.36,0.0,8.88889,8.04672,2.0,159.593,67.1391
1,2023-04-25 13:00:00+09:00,100.0,9.47,82.0,1015.0,4.66,56.0,0.55,0.0,8.88889,8.04672,2.0,198.029,67.4187
1,2023-04-25 14:00:00+09:00,100.0,9.17,85.0,1014.0,4.51,46.0,0.59,0.0,8.88889,8.04672,1.0,228.007,60.5846
1,2023-04-25 15:00:00+09:00,100.0,9.07,85.0,1013.0,4.45,37.0,0.29,0.0,8.88889,8.04672,1.0,246.333,50.1985
1,2023-04-25 16:00:00+09:00,100.0,8.88,86.0,1013.0,4.34,26.0,0.46,0.0,8.88889,8.04672,1.0,258.576,38.456
1,2023-04-25 17:00:00+09:00,100.0,8.69,88.0,1013.0,4.7,24.0,0.55,0.0,8.88889,8.04672,0.0,268.085,26.2325
1,2023-04-25 18:00:00+09:00,100.0,8.53,90.0,1013.0,4.53,13.0,0.7,0.0,8.88889,8.04672,0.0,276.503,13.9364
1,2023-04-25 19:00:00+09:00,100.0,8.36,92.0,1013.0,4.56,1.0,1.38,0.0,8.88889,6.43738,0.0,284.784,1.84109
1,2023-04-25 20:00:00+09:00,100.0,8.47,93.0,1013.0,4.44,359.0,1.53,0.0,8.88889,6.43738,0.0,293.663,-9.782
1,2023-04-25 21:00:00+09:00,100.0,8.62,92.0,1014.0,5.46,347.0,0.67,0.0,8.88889,6.43738,0.0,303.874,-20.5766
1,2023-04-25 22:00:00+09:00,100.0,8.79,89.0,1014.0,5.01,351.0,0.17,0.0,8.88889,6.43738,0.0,316.229,-30.0114
1,2023-04-25 23:00:00+09:00,99.0,8.92,88.0,1014.0,3.99,349.0,0.0,0.0,8.33333,6.43738,0.0,331.471,-37.2933
1,2023-04-26 00:00:00+09:00,100.0,8.86,88.0,1014.0,5.29,331.0,0.0,0.0,8.33333,6.43738,0.0,349.63,-41.4084
1,2023-04-26 01:00:00+09:00,70.0,9.1,88.0,1014.0,4.72,317.0,0.0,0.0,7.77778,8.04672,0.0,9.15542,-41.5263
1,2023-04-26 02:00:00+09:00,57.0,9.08,88.0,1014.0,4.65,315.0,0.0,0.0,7.77778,11.2654,0.0,27.4471,-37.6193
1,2023-04-26 03:00:00+09:00,47.0,9.11,88.0,1014.0,3.97,311.0,0.0,0.0,7.22222,16.0934,0.0,42.8595,-30.4873
1,2023-04-26 04:00:00+09:00,3.0,9.15,88.0,1014.0,3.45,303.0,0.0,0.0,7.22222,16.0934,0.0,55.3516,-21.1486
1,2023-04-26 05:00:00+09:00,5.0,9.32,89.0,1014.0,3.2,291.0,0.0,0.0,7.77778,16.0934,0.0,65.6475,-10.4116
1,2023-04-26 06:00:00+09:00,15.0,9.56,88.0,1014.0,2.96,284.0,0.0,0.0,7.77778,16.0934,1.0,74.5625,1.17998
1,2023-04-26 07:00:00+09:00,36.0,10.19,87.0,1014.0,3.52,258.0,0.0,0.0,8.33333,16.0934,2.0,82.8304,13.2637
1,2023-04-26 08:00:00+09:00,49.0,10.63,86.0,1014.0,4.34,260.0,0.0,0.0,8.33333,16.0934,3.0,91.1769,25.5675
1,2023-04-26 09:00:00+09:00,47.0,11.18,86.0,1014.0,6.3,281.0,0.0,0.0,8.88889,16.0934,4.0,100.528,37.8248
1,2023-04-26 10:00:00+09:00,33.0,11.14,87.0,1015.0,7.85,312.0,0.0,0.0,8.33333,16.0934,6.0,112.458,49.6482
1,2023-04-26 11:00:00+09:00,23.0,10.78,77.0,1015.0,8.26,327.0,0.0,0.0,7.77778,16.0934,9.0,130.193,60.2205
1,2023-04-26 12:00:00+09:00,15.0,10.58,71.0,1016.0,8.52,324.0,0.0,0.0,6.66667,16.0934,10.0,159.446,67.4623
1,2023-04-26 13:00:00+09:00,11.0,10.4,69.0,1016.0,8.73,324.0,0.0,0.0,6.66667,16.0934,9.0,198.358,67.7217
1,2023-04-26 14:00:00+09:00,9.0,10.38,68.0,1016.0,8.49,325.0,0.0,0.0,6.11111,16.0934,6.0,228.49,60.8113
1,2023-04-26 15:00:00+09:00,8.0,10.37,66.0,1017.0,8.65,328.0,0.0,0.0,5.55556,16.0934,4.0,246.768,50.3723
1,2023-04-26 16:00:00+09:00,0.0,10.24,63.0,1017.0,8.73,327.0,0.0,0.0,5.0,16.0934,3.0,258.949,38.6043
1,2023-04-26 17:00:00+09:00,0.0,10.11,64.0,1017.0,8.75,331.0,0.0,0.0,4.44444,16.0934,2.0,268.415,26.3722
1,2023-04-26 18:00:00+09:00,0.0,9.84,64.0,1017.0,8.66,335.0,0.0,0.0,4.44444,16.0934,1.0,276.806,14.079
1,2023-04-26 19:00:00+09:00,0.0,9.5,66.0,1018.0,8.35,337.0,0.0,0.0,4.44444,16.0934,0.0,285.072,1.99547
1,2023-04-26 20:00:00+09:00,0.0,9.14,67.0,1018.0,7.32,343.0,0.0,0.0,5.0,16.0934,0.0,293.944,-9.60751
1,2023-04-26 21:00:00+09:00,0.0,8.91,66.0,1019.0,5.5,351.0,0.0,0.0,5.0,16.0934,0.0,304.147,-20.3736
1,2023-04-26 22:00:00+09:00,0.0,8.77,65.0,1019.0,4.24,1.0,0.0,0.0,5.0,16.0934,0.0,316.485,-29.7717
1,2023-04-26 23:00:00+09:00,0.0,8.59,66.0,1019.0,4.02,8.0,0.0,0.0,5.0,16.0934,0.0,331.681,-37.0131
1,2023-04-27 00:00:00+09:00,0.0,8.48,66.0,1020.0,3.34,2.0,0.0,0.0,5.0,16.0934,0.0,349.748,-41.0946
1,2023-04-27 01:00:00+09:00,0.0,7.85,72.0,1020.0,3.07,14.0,0.0,0.0,4.44444,16.0934,0.0,9.15065,-41.2003
1,2023-04-27 02:00:00+09:00,0.0,7.65,73.0,1020.0,2.65,13.0,0.0,0.0,3.88889,16.0934,0.0,27.3354,-37.3058
1,2023-04-27 03:00:00+09:00,0.0,7.49,73.0,1020.0,2.26,24.0,0.0,0.0,3.88889,16.0934,0.0,42.6827,-30.1996
1,2023-04-27 04:00:00+09:00,0.0,7.33,73.0,1021.0,2.0,33.0,0.0,0.0,3.33333,16.0934,0.0,55.1423,-20.8883
1,2023-04-27 05:00:00+09:00,0.0,7.2,74.0,1021.0,2.23,44.0,0.0,0.0,3.33333,16.0934,0.0,65.4211,-10.1745
1,2023-04-27 06:00:00+09:00,2.0,7.03,74.0,1021.0,2.66,53.0,0.0,0.0,3.33333,16.0934,0.0,74.3229,1.3999
1,2023-04-27 07:00:00+09:00,10.0,7.39,71.0,1021.0,2.68,57.0,0.0,0.0,3.33333,16.0934,2.0,82.5749,13.473
1,2023-04-27 08:00:00+09:00,20.0,8.25,65.0,1022.0,2.33,72.0,0.0,0.0,3.33333,16.0934,3.0,90.8983,25.7735
1,2023-04-27 09:00:00+09:00,22.0,9.4,60.0,1022.0,1.69,115.0,0.0,0.0,3.33333,16.0934,4.0,100.217,38.0369
1,2023-04-27 10:00:00+09:00,0.0,10.26,57.0,1022.0,1.22,179.0,0.0,0.0,3.88889,16.0934,6.0,112.106,49.8798
1,2023-04-27 11:00:00+09:00,38.0,10.99,56.0,1023.0,1.86,216.0,0.0,0.0,3.88889,16.0934,9.0,129.832,60.4915
1,2023-04-27 12:00:00+09:00,25.0,12.11,57.0,1022.0,2.79,219.0,0.0,0.0,3.88889,16.0934,10.0,159.293,67.7812
1,2023-04-27 13:00:00+09:00,19.0,13.05,58.0,1022.0,3.85,221.0,0.0,0.0,4.44444,16.0934,9.0,198.688,68.021
1,2023-04-27 14:00:00+09:00,15.0,14.02,62.0,1022.0,4.26,212.0,0.0,0.0,5.0,16.0934,6.0,228.973,61.0347
1,2023-04-27 15:00:00+09:00,13.0,14.6,60.0,1021.0,4.67,195.0,0.0,0.0,5.55556,16.0934,4.0,247.199,50.5438
1,2023-04-27 16:00:00+09:00,0.0,14.53,60.0,1020.0,4.75,195.0,0.0,0.0,5.55556,16.0934,3.0,259.318,38.751
1,2023-04-27 17:00:00+09:00,0.0,14.26,60.0,1020.0,4.36,187.0,0.0,0.0,5.0,16.0934,2.0,268.741,26.511
1,2023-04-27 18:00:00+09:00,0.0,13.96,63.0,1020.0,3.94,189.0,0.0,0.0,4.44444,16.0934,1.0,277.105,14.2209
1,2023-04-27 19:00:00+09:00,0.0,13.23,66.0,1021.0,4.22,183.0,0.0,0.0,5.55556,16.0934,0.0,285.356,2.1493
1,2023-04-27 20:00:00+09:00,0.0,12.52,72.0,1020.0,4.48,162.0,0.0,0.0,6.66667,16.0934,0.0,294.22,-9.4336
1,2023-04-27 21:00:00+09:00,1.0,11.75,79.0,1022.0,3.15,169.0,0.0,0.0,7.22222,16.0934,0.0,304.415,-20.1713
1,2023-04-27 22:00:00+09:00,37.0,11.41,82.0,1021.0,2.98,148.0,0.0,0.0,7.77778,16.0934,0.0,316.735,-29.5335
1,2023-04-27 23:00:00+09:00,61.0,11.2,83.0,1021.0,3.1,135.0,0.0,0.0,7.77778,16.0934,0.0,331.885,-36.7351
1,2023-04-28 00:00:00+09:00,74.0,10.91,86.0,1022.0,1.73,126.0,0.0,0.0,7.77778,16.0934,0.0,349.862,-40.7841
1,2023-04-28 01:00:00+09:00,69.0,10.92,90.0,1021.0,1.88,150.0,0.0,0.0,8.33333,16.0934,0.0,9.1439,-40.8784
1,2023-04-28 02:00:00+09:00,73.0,10.75,91.0,1021.0,1.43,77.0,0.0,0.0,8.33333,16.0934,0.0,27.2242,-36.9965
1,2023-04-28 03:00:00+09:00,77.0,10.67,91.0,1020.0,2.84,119.0,0.0,0.0,8.33333,16.0934,0.0,42.5075,-29.9159
1,2023-04-28 04:00:00+09:00,55.0,10.49,91.0,1021.0,2.21,115.0,0.0,0.0,8.33333,16.0934,0.0,54.9349,-20.6319
1,2023-04-28 05:00:00+09:00,69.0,10.52,91.0,1020.0,3.47,129.0,0.0,0.0,7.77778,16.0934,0.0,65.1967,-9.94125
1,2023-04-28 06:00:00+09:00,53.0,10.51,91.0,1020.0,3.62,127.0,0.0,0.0,7.77778,16.0934,0.0,74.0852,1.61593
1,2023-04-28 07:00:00+09:00,41.0,10.95,89.0,1020.0,3.92,115.0,0.0,0.0,8.33333,16.0934,2.0,82.321,13.6782
1,2023-04-28 08:00:00+09:00,33.0,11.94,83.0,1019.0,4.03,119.0,0.0,0.0,8.33333,16.0934,3.0,90.621,25.9753
1,2023-04-28 09:00:00+09:00,27.0,13.1,75.0,1019.0,3.39,139.0,0.0,0.0,8.88889,16.0934,4.0,99.9057,38.2443
1,2023-04-28 10:00:00+09:00,0.0,14.12,68.0,1019.0,3.48,141.0,0.0,0.0,8.88889,16.0934,6.0,111.754,50.1065
1,2023-04-28 11:00:00+09:00,0.0,15.14,62.0,1019.0,3.47,152.0,0.0,0.0,8.33333,16.0934,9.0,129.468,60.7572
1,2023-04-28 12:00:00+09:00,0.0,15.96,58.0,1018.0,4.82,164.0,0.0,0.0,8.33333,16.0934,10.0,159.134,68.0957
1,2023-04-28 13:00:00+09:00,0.0,16.21,59.0,1017.0,5.36,176.0,0.0,0.0,8.88889,16.0934,9.0,199.018,68.3165
1,2023-04-28 14:00:00+09:00,14.0,16.16,64.0,1017.0,5.31,188.0,0.0,0.0,10.0,16.0934,6.0,229.454,61.2547
1,2023-04-28 15:00:00+09:00,28.0,15.73,68.0,1016.0,4.51,173.0,0.0,0.0,10.5556,16.0934,4.0,247.627,50.7129
1,2023-04-28 16:00:00+09:00,100.0,15.77,70.0,1015.0,4.45,166.0,0.0,0.0,11.1111,16.0934,3.0,259.684,38.8961
1,2023-04-28 17:00:00+09:00,100.0,15.73,73.0,1015.0,5.17,155.0,0.0,0.0,11.1111,9.65606,1.0,269.063,26.6487
1,2023-04-28 18:00:00+09:00,97.0,15.5,78.0,1014.0,4.65,137.0,0.0,0.0,11.6667,16.0934,0.0,277.401,14.3621
1,2023-04-28 19:00:00+09:00,98.0,15.25,82.0,1015.0,3.5,144.0,0.0,0.0,12.2222,16.0934,0.0,285.636,2.30256
1,2023-04-28 20:00:00+09:00,98.0,15.06,85.0,1014.0,4.42,130.0,0.0,0.0,13.3333,9.65606,0.0,294.491,-9.26031
1,2023-04-28 21:00:00+09:00,99.0,14.81,87.0,1014.0,4.46,129.0,0.0,0.0,13.8889,16.0934,0.0,304.678,-19.97
1,2023-04-28 22:00:00+09:00,100.0,14.68,89.0,1014.0,3.69,136.0,0.0,0.0,14.4444,9.65606,0.0,316.979,-29.2967
1,2023-04-28 23:00:00+09:00,100.0,14.59,92.0,1013.0,3.55,128.0,0.0,0.0,14.4444,16.0934,0.0,332.083,-36.4595
1,2023-04-29 00:00:00+09:00,100.0,14.65,94.0,1013.0,4.11,129.0,0.0,0.0,15.0,9.65606,0.0,349.971,-40.4769
1,2023-04-29 01:00:00+09:00,95.0,14.31,96.0,1012.0,4.22,153.0,0.0,0.0,14.4444,16.0934,0.0,9.13519,-40.5605
1,2023-04-29 02:00:00+09:00,96.0,14.34,97.0,1011.0,4.87,150.0,0.0,0.0,14.4444,16.0934,0.0,27.1132,-36.6914
1,2023-04-29 03:00:00+09:00,97.0,14.51,98.0,1010.0,4.59,154.0,0.0,0.0,15.0,9.65606,0.0,42.3339,-29.6363
1,2023-04-29 04:00:00+09:00,100.0,14.47,99.0,1010.0,4.94,177.0,0.0,0.0,15.0,9.65606,0.0,54.7295,-20.3794
1,2023-04-29 05:00:00+09:00,100.0,14.24,99.0,1009.0,5.35,181.0,0.0,0.0,15.0,9.65606,0.0,64.9742,-9.7119
1,2023-04-29 06:00:00+09:00,100.0,13.85,99.0,1009.0,4.89,201.0,0.0,0.0,14.4444,9.65606,0.0,73.8494,1.82799
1,2023-04-29 07:00:00+09:00,100.0,13.61,99.0,1009.0,4.49,200.0,0.0,0.0,14.4444,9.65606,0.0,82.0688,13.8794
1,2023-04-29 08:00:00+09:00,100.0,13.6,98.0,1008.0,4.33,193.0,0.0,0.0,15.0,9.65606,1.0,90.3452,26.1727
1,2023-04-29 09:00:00+09:00,100.0,13.72,98.0,1008.0,4.62,200.0,0.0,0.0,15.0,9.65606,1.0,99.5957,38.447
1,2023-04-29 10:00:00+09:00,100.0,13.47,98.0,1008.0,4.76,211.0,0.0,0.0,15.0,16.0934,2.0,111.401,50.328
1,2023-04-29 11:00:00+09:00,100.0,13.4,98.0,1008.0,5.3,222.0,0.0,0.0,15.0,16.0934,3.0,129.099,61.0176
1,2023-04-29 12:00:00+09:00,100.0,12.99,98.0,1008.0,6.86,253.0,0.83,0.0,15.0,16.0934,4.0,158.968,68.4057
1,2023-04-29 13:00:00+09:00,100.0,12.5,95.0,1008.0,6.81,283.0,1.01,0.0,14.4444,9.65606,8.0,199.348,68.6082
1,2023-04-29 14:00:00+09:00,100.0,12.13,84.0,1008.0,7.82,286.0,0.68,0.0,13.3333,16.0934,7.0,229.933,61.4715
1,2023-04-29 15:00:00+09:00,100.0,11.57,78.0,1008.0,5.6,285.0,0.13,0.0,12.2222,16.0934,4.0,248.05,50.8797
1,2023-04-29 16:00:00+09:00,100.0,11.73,78.0,1009.0,6.81,278.0,0.0,0.0,10.5556,16.0934,3.0,260.045,39.0397
1,2023-04-29 17:00:00+09:00,100.0,11.82,77.0,1009.0,7.69,277.0,0.0,0.0,9.44444,16.0934,2.0,269.381,26.7853
1,2023-04-29 18:00:00+09:00,100.0,11.98,75.0,1009.0,8.02,278.0,0.0,0.0,8.33333,16.0934,1.0,277.692,14.5025
1,2023-04-29 19:00:00+09:00,100.0,11.78,77.0,1009.0,9.44,289.0,0.0,0.0,8.33333,16.0934,0.0,285.912,2.45522
1,2023-04-29 20:00:00+09:00,100.0,11.6,80.0,1009.0,8.62,293.0,0.0,0.0,8.88889,16.0934,0.0,294.757,-9.0877
1,2023-04-29 21:00:00+09:00,100.0,11.65,81.0,1010.0,8.03,298.0,0.0,0.0,9.44444,16.0934,0.0,304.936,-19.7696
1,2023-04-29 22:00:00+09:00,100.0,11.44,83.0,1011.0,7.47,303.0,0.0,0.0,8.88889,16.0934,0.0,317.218,-29.0614
1,2023-04-29 23:00:00+09:00,100.0,10.89,83.0,1011.0,8.95,301.0,0.0,0.0,8.88889,9.65606,0.0,332.276,-36.1863
1,2023-04-30 00:00:00+09:00,100.0,10.67,81.0,1012.0,8.43,303.0,0.0,0.0,8.33333,9.65606,0.0,350.076,-40.1733
1,2023-04-30 01:00:00+09:00,97.0,10.02,82.0,1013.0,7.77,335.0,0.0,0.0,8.33333,16.0934,0.0,9.12452,-40.2469
1,2023-04-30 02:00:00+09:00,83.0,9.87,83.0,1012.0,6.99,344.0,0.0,0.0,7.77778,16.0934,0.0,27.0027,-36.3906
1,2023-04-30 03:00:00+09:00,86.0,9.55,83.0,1012.0,5.05,0.0,0.0,0.0,7.77778,16.0934,0.0,42.1618,-29.361
1,2023-04-30 04:00:00+09:00,100.0,9.36,82.0,1012.0,3.1,6.0,0.0,0.0,7.77778,16.0934,0.0,54.526,-20.1311
1,2023-04-30 05:00:00+09:00,100.0,9.38,82.0,1012.0,3.35,347.0,0.0,0.0,7.22222,16.0934,0.0,64.7538,-9.48657
1,2023-04-30 06:00:00+09:00,100.0,9.46,81.0,1013.0,2.04,320.0,0.0,0.0,7.22222,16.0934,0.0,73.6155,2.036
1,2023-04-30 07:00:00+09:00,100.0,10.07,78.0,1013.0,1.94,315.0,0.0,0.0,7.22222,16.0934,2.0,81.8185,14.0764
1,2023-04-30 08:00:00+09:00,100.0,10.71,75.0,1014.0,1.15,287.0,0.0,0.0,7.22222,16.0934,3.0,90.071,26.3656
1,2023-04-30 09:00:00+09:00,100.0,11.41,72.0,1014.0,2.57,241.0,0.0,0.0,7.22222,16.0934,4.0,99.2868,38.645
1,2023-04-30 10:00:00+09:00,61.0,11.98,71.0,1014.0,3.49,226.0,0.0,0.0,6.66667,16.0934,7.0,111.047,50.5443
1,2023-04-30 11:00:00+09:00,31.0,12.58,70.0,1014.0,4.01,221.0,0.0,0.0,5.55556,16.0934,9.0,128.726,61.2726
1,2023-04-30 12:00:00+09:00,20.0,13.25,69.0,1014.0,4.87,221.0,0.0,0.0,5.0,16.0934,10.0,158.795,68.7111
1,2023-04-30 13:00:00+09:00,15.0,13.71,67.0,1013.0,5.78,226.0,0.0,0.0,5.55556,16.0934,9.0,199.678,68.896
1,2023-04-30 14:00:00+09:00,12.0,13.95,68.0,1013.0,6.43,229.0,0.0,0.0,6.11111,16.0934,7.0,230.409,61.6849
1,2023-04-30 15:00:00+09:00,10.0,13.98,69.0,1013.0,6.95,231.0,0.0,0.0,6.66667,16.0934,4.0,248.47,51.0442
1,2023-04-30 16:00:00+09:00,0.0,13.9,71.0,1012.0,6.92,234.0,0.0,0.0,7.22222,16.0934,3.0,260.401,39.1818
1,2023-04-30 17:00:00+09:00,0.0,13.65,73.0,1012.0,6.84,234.0,0.0,0.0,7.77778,16.0934,2.0,269.695,26.921
1,2023-04-30 18:00:00+09:00,0.0,13.43,75.0,1012.0,6.55,229.0,0.0,0.0,7.77778,16.0934,1.0,277.979,14.6423
1,2023-04-30 19:00:00+09:00,0.0,12.91,79.0,1013.0,5.69,226.0,0.0,0.0,8.33333,16.0934,0.0,286.183,2.60725
1,2023-04-30 20:00:00+09:00,0.0,12.41,82.0,1013.0,4.84,227.0,0.0,0.0,8.88889,16.0934,0.0,295.019,-8.9158
1,2023-04-30 21:00:00+09:00,0.0,12.1,84.0,1014.0,4.1,234.0,0.0,0.0,9.44444,16.0934,0.0,305.188,-19.5703
1,2023-04-30 22:00:00+09:00,0.0,12.02,86.0,1015.0,3.95,241.0,0.0,0.0,9.44444,16.0934,0.0,317.451,-28.8278
1,2023-04-30 23:00:00+09:00,0.0,11.89,87.0,1015.0,4.23,261.0,0.0,0.0,9.44444,16.0934,0.0,332.463,-35.9157
1,2023-05-01 00:00:00+09:00,0.0,11.73,88.0,1015.0,4.23,286.0,0.0,0.0,9.44444,16.0934,0.0,350.176,-39.8732
1,2023-05-01 01:00:00+09:00,0.0,11.68,88.0,1015.0,4.3,271.0,0.0,0.0,9.44444,16.0934,0.0,9.11189,-39.9375
1,2023-05-01 02:00:00+09:00,0.0,11.45,87.0,1015.0,3.44,285.0,0.0,0.0,9.44444,16.0934,0.0,26.8924,-36.0943
1,2023-05-01 03:00:00+09:00,0.0,11.21,86.0,1015.0,2.97,313.0,0.0,0.0,8.88889,16.0934,0.0,41.9913,-29.09
1,2023-05-01 04:00:00+09:00,0.0,11.01,84.0,1015.0,2.72,334.0,0.0,0.0,8.88889,16.0934,0.0,54.3244,-19.8868
1,2023-05-01 05:00:00+09:00,0.0,10.84,83.0,1016.0,2.21,351.0,0.0,0.0,8.33333,16.0934,0.0,64.5354,-9.26533
1,2023-05-01 06:00:00+09:00,0.0,10.68,81.0,1016.0,2.03,9.0,0.0,0.0,8.33333,16.0934,1.0,73.3836,2.23989
1,2023-05-01 07:00:00+09:00,0.0,11.12,77.0,1017.0,2.12,18.0,0.0,0.0,7.77778,16.0934,2.0,81.5701,14.2691
1,2023-05-01 08:00:00+09:00,0.0,11.81,69.0,1018.0,1.97,28.0,0.0,0.0,7.22222,16.0934,3.0,89.7985,26.5541
1,2023-05-01 09:00:00+09:00,0.0,12.62,62.0,1019.0,1.97,28.0,0.0,0.0,6.11111,16.0934,4.0,98.9789,38.8382
1,2023-05-01 10:00:00+09:00,0.0,13.42,58.0,1019.0,1.15,34.0,0.0,0.0,5.55556,16.0934,7.0,110.693,50.7554
1,2023-05-01 11:00:00+09:00,0.0,14.12,55.0,1019.0,0.67,350.0,0.0,0.0,3.88889,16.0934,9.0,128.35,61.5221
1,2023-05-01 12:00:00+09:00,0.0,14.71,48.0,1019.0,1.57,281.0,0.0,0.0,2.77778,16.0934,10.0,158.615,69.0118
1,2023-05-01 13:00:00+09:00,0.0,15.22,43.0,1020.0,2.31,278.0,0.0,0.0,2.22222,16.0934,9.0,200.008,69.1799
1,2023-05-01 14:00:00+09:00,0.0,15.88,38.0,1020.0,2.4,284.0,0.0,0.0,1.66667,16.0934,7.0,230.884,61.895
1,2023-05-01 15:00:00+09:00,0.0,16.26,37.0,1020.0,2.9,281.0,0.0,0.0,1.11111,16.0934,4.0,248.886,51.2064
1,2023-05-01 16:00:00+09:00,0.0,16.21,39.0,1019.0,3.53,275.0,0.0,0.0,1.11111,16.0934,3.0,260.754,39.3224
1,2023-05-01 17:00:00+09:00,0.0,15.84,42.0,1020.0,3.17,274.0,0.0,0.0,1.11111,16.0934,2.0,270.004,27.0557
1,2023-05-01 18:00:00+09:00,0.0,15.34,45.0,1020.0,2.24,273.0,0.0,0.0,1.66667,16.0934,1.0,278.261,14.7813
1,2023-05-01 19:00:00+09:00,0.0,14.29,51.0,1020.0,0.32,303.0,0.0,0.0,2.22222,16.0934,0.0,286.45,2.75862
1,2023-05-01 20:00:00+09:00,0.0,13.72,50.0,1020.0,0.44,145.0,0.0,0.0,2.77778,16.0934,0.0,295.276,-8.74468
1,2023-05-01 21:00:00+09:00,0.0,13.49,49.0,1021.0,0.14,150.0,0.0,0.0,3.33333,16.0934,0.0,305.435,-19.372
1,2023-05-01 22:00:00+09:00,0.0,13.4,49.0,1022.0,0.39,351.0,0.0,0.0,4.44444,16.0934,0.0,317.678,-28.5959
